donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
NA18879,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0561268,-0.00875167,-0.00573076,unknown
NA18881,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0559161,-0.00829833,-0.00444282,unknown
NA18915,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0564829,-0.00802496,-0.00536891,unknown
NA18924,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0559248,-0.00834955,-0.00471998,unknown
NA18934,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0562348,-0.00895368,-0.00480248,unknown
NA18942,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00285321,0.0601839,-0.018256,unknown
NA18948,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00301077,0.0597653,-0.0168119,unknown
NA18951,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00298233,0.0604268,-0.018083,unknown
NA18953,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00315447,0.0598901,-0.0175584,unknown
NA18954,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00306075,0.0606828,-0.0180152,unknown
NA18956,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00287098,0.0603312,-0.0189353,unknown
NA18962,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00294986,0.0596571,-0.0177776,unknown
NA18963,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00299138,0.0608304,-0.0188242,unknown
NA18969,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00312692,0.0601801,-0.0188013,unknown
NA18970,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.0030375,0.060129,-0.019358,unknown
NA18971,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00294132,0.0605542,-0.0183719,unknown
NA18972,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00299837,0.0602299,-0.0182732,unknown
NA18977,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00300396,0.0600076,-0.0180314,unknown
NA18982,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.0029827,0.0595743,-0.0172164,unknown
NA18987,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00318377,0.0601463,-0.0181282,unknown
NA18995,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00319749,0.0601739,-0.0180644,unknown
NA18997,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00311388,0.0601252,-0.0188927,unknown
NA19009,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00308947,0.060257,-0.0190214,unknown
NA19010,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00302974,0.0601111,-0.0183462,unknown
NA19025,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0511238,-0.00560817,-0.00270918,unknown
NA19026,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0508546,-0.00615527,-0.00406333,unknown
NA19028,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0495028,-0.0054127,-0.00362048,unknown
NA19038,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0512024,-0.00601931,-0.00396567,unknown
NA19054,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.0029754,0.0605861,-0.0184887,unknown
NA19055,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00288457,0.0604443,-0.0187038,unknown
NA19062,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.0028938,0.0603587,-0.0185777,unknown
NA19064,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00287706,0.0609747,-0.0190048,unknown
NA19068,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00317925,0.0603213,-0.0183989,unknown
NA19075,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00318153,0.0598695,-0.0172525,unknown
NA19077,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00305298,0.0602185,-0.0185118,unknown
NA19080,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00285839,0.0604582,-0.0184612,unknown
NA19081,MAGE,MAGE,,,JPT,EAS,Unknown,,,-0.00302245,0.0600418,-0.0196242,unknown
NA19095,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0564571,-0.00847505,-0.00373494,unknown
NA19116,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0563893,-0.00857575,-0.00452312,unknown
NA19117,MAGE,MAGE,,,YRI,AFR,EAS,,,0.055975,-0.00794914,-0.00416752,unknown
NA19129,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0554923,-0.00827861,-0.00450575,unknown
NA19143,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0562989,-0.00850486,-0.00459982,unknown
NA19238,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0558382,-0.00860318,-0.00544465,unknown
NA19239,MAGE,MAGE,,,YRI,AFR,EAS,,,0.0566553,-0.00849997,-0.00395532,unknown
NA19308,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0511065,-0.00600999,-0.00374658,unknown
NA19312,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0512487,-0.00620632,-0.00342049,unknown
NA19317,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0513863,-0.00608434,-0.00498538,unknown
NA19323,MAGE,MAGE,,,LWK,AFR,EAS,,,0.048975,-0.00532669,-0.00347653,unknown
NA19332,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0503489,-0.00526343,-0.00478698,unknown
NA19334,MAGE,MAGE,,,LWK,AFR,EAS,,,0.050456,-0.00549706,-0.00399391,unknown
NA19338,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0503626,-0.00614346,-0.00422167,unknown
NA19346,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0509701,-0.00553987,-0.00394864,unknown
NA19351,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0513269,-0.00612557,-0.00488975,unknown
NA19355,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0499316,-0.00534571,-0.00365813,unknown
NA19374,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0499787,-0.00520452,-0.00409931,unknown
NA19377,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0510969,-0.006248,-0.00458835,unknown
NA19385,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0496427,-0.00561324,-0.00334696,unknown
NA19393,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0505556,-0.00573606,-0.00492517,unknown
NA19397,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0514975,-0.00588059,-0.00365451,unknown
NA19401,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0498213,-0.00546437,-0.00362183,unknown
NA19404,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0515521,-0.00596493,-0.00463225,unknown
NA19430,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0510498,-0.00601143,-0.00446054,unknown
NA19438,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0518165,-0.00607092,-0.00474925,unknown
NA19443,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0504195,-0.00547395,-0.00387914,unknown
NA19449,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0508767,-0.00529031,-0.00428814,unknown
NA19451,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0513834,-0.00616772,-0.00429776,unknown
NA19454,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0512056,-0.00587313,-0.00370468,unknown
NA19475,MAGE,MAGE,,,LWK,AFR,EAS,,,0.0496476,-0.00532428,-0.0044854,unknown
NA19625,MAGE,MAGE,,,ASW,AFR,Unknown,,,0.0329063,0.00476383,-0.0127977,unknown
NA19648,MAGE,MAGE,,,MXL,AMR,EUR,,,-0.0105102,-0.00393462,0.00607486,unknown
NA19649,MAGE,MAGE,,,MXL,AMR,EUR,,,-0.008306,0.00541214,-0.0035021,unknown
NA19654,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00483521,0.0216849,-0.0224733,unknown
NA19657,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00526312,0.0244163,-0.0231023,unknown
NA19663,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00421027,0.0246949,-0.0243991,unknown
NA19670,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00591245,0.0180881,-0.0158267,unknown
NA19676,MAGE,MAGE,,,MXL,AMR,EUR,,,-0.00785295,0.00893972,-0.00946378,unknown
NA19682,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00757713,0.0188009,-0.0189865,unknown
NA19704,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0449033,-0.00781263,-0.00394685,unknown
NA19711,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0473311,-0.0073718,-0.00367386,unknown
NA19713,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0373906,-0.00790236,-0.000864175,unknown
NA19717,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00590013,0.0241322,-0.0223702,unknown
NA19719,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.0056822,0.0148083,-0.0134585,unknown
NA19723,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00343895,0.0186848,-0.0178235,unknown
NA19726,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00759731,0.0257693,-0.0253128,unknown
NA19731,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00651882,0.0437467,-0.0439481,unknown
NA19732,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00665144,0.0432457,-0.0446078,unknown
NA19741,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00663092,0.0378216,-0.0387295,unknown
NA19752,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00697436,0.0200537,-0.0185351,unknown
NA19758,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00664646,0.0337128,-0.0332726,unknown
NA19759,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00610109,0.0327177,-0.0311872,unknown
NA19761,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.0053916,0.0223931,-0.0239202,unknown
NA19762,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00432991,0.025104,-0.026682,unknown
NA19764,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00615046,0.0130866,-0.0135215,unknown
NA19770,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.0060909,0.0142561,-0.0150248,unknown
NA19773,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00765596,0.0133961,-0.0120094,unknown
NA19774,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00545004,0.018299,-0.0176136,unknown
NA19780,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00739122,0.0117896,-0.0126119,unknown
NA19785,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00462939,0.0294731,-0.0295781,unknown
NA19788,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00503622,0.0274816,-0.0257487,unknown
NA19789,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00457001,0.0166098,-0.0167905,unknown
NA19795,MAGE,MAGE,,,MXL,AMR,Unknown,,,-0.00494074,0.0187804,-0.0191859,unknown
NA19818,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0374797,-0.00777651,-0.00332608,unknown
NA19835,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0439421,-0.007213,-0.00265775,unknown
NA19901,MAGE,MAGE,,,ASW,AFR,EAS,,,0.04927,-0.00749588,-0.00337759,unknown
NA19904,MAGE,MAGE,,,ASW,AFR,EAS,,,0.04319,-0.00782616,-0.000407812,unknown
NA19908,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0474334,-0.00768372,-0.00265097,unknown
NA19913,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0450983,-0.00679161,-0.00129812,unknown
NA19917,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0491239,-0.00803926,-0.00271118,unknown
NA19922,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0347636,-0.00780177,-0.00119554,unknown
NA19923,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0282262,-0.00757352,0.00259892,unknown
NA19982,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0466721,-0.00737131,-0.00304449,unknown
NA20278,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0203131,-0.00842553,0.00111922,unknown
NA20287,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0433433,-0.00735826,-0.00268705,unknown
NA20294,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0458922,-0.00765333,-0.00319448,unknown
NA20298,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0506886,-0.00708665,-0.00488196,unknown
NA20314,MAGE,MAGE,,,ASW,AFR,Unknown,,,-0.00827185,0.0278466,-0.0215044,unknown
NA20317,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0355686,-0.00798789,8.46571e-05,unknown
NA20318,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0363032,-0.00608179,-0.00220451,unknown
NA20320,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0473076,-0.00653481,-0.0040753,unknown
NA20332,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0406275,-0.00743607,-0.00209513,unknown
NA20334,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0307332,-0.0078392,0.00134114,unknown
NA20342,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0284532,-0.00657743,0.000174945,unknown
NA20351,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0328166,-0.00687154,0.00030458,unknown
NA20359,MAGE,MAGE,,,ASW,AFR,EAS,,,0.0389552,-0.00774263,-0.00287746,unknown
NA20412,MAGE,MAGE,,,ASW,AFR,EAS,,,0.039377,-0.00563648,-0.00350509,unknown
NA20502,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0116609,-0.00682172,0.00942503,unknown
NA20507,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.011537,-0.00675738,0.00862417,unknown
NA20511,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115209,-0.00635342,0.00934856,unknown
NA20513,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114901,-0.00643139,0.00846688,unknown
NA20522,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.011655,-0.00652636,0.00766306,unknown
NA20525,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114698,-0.0066767,0.00965911,unknown
NA20532,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115746,-0.00631762,0.00925097,unknown
NA20533,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115141,-0.00751073,0.00879076,unknown
NA20536,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115865,-0.00683294,0.0105685,unknown
NA20543,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.011417,-0.00713944,0.00971203,unknown
NA20587,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115363,-0.007062,0.00912439,unknown
NA20755,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115265,-0.00708215,0.0108628,unknown
NA20762,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114797,-0.00718965,0.0090409,unknown
NA20763,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0116953,-0.00711297,0.00985215,unknown
NA20764,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114545,-0.00689003,0.0103972,unknown
NA20767,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0113718,-0.00649508,0.00986574,unknown
NA20771,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0116577,-0.00761851,0.00965926,unknown
NA20775,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115019,-0.00621827,0.012236,unknown
NA20778,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0117709,-0.00695214,0.00970442,unknown
NA20790,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114569,-0.00743111,0.0107005,unknown
NA20792,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0117448,-0.00643789,0.0108192,unknown
NA20797,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0112178,-0.00638051,0.0102647,unknown
NA20811,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0113633,-0.00757781,0.00890436,unknown
NA20815,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0114849,-0.00721382,0.00807667,unknown
NA20821,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0113548,-0.00633477,0.00925178,unknown
NA20822,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.011456,-0.00660666,0.00782601,unknown
NA20827,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.0115549,-0.00690786,0.0116241,unknown
NA20832,MAGE,MAGE,,,TSI,EUR,EUR,,,-0.011419,-0.00658259,0.00964342,unknown
NA20847,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.006152,0.0184929,0.00755162,unknown
NA20850,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00791228,0.0128153,0.00876334,unknown
NA20856,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00640086,0.0178124,0.00888327,unknown
NA20859,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00634346,0.0183872,0.00792158,unknown
NA20862,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00793957,0.0119047,0.00957373,unknown
NA20866,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.0068055,0.0157797,0.00823686,unknown
NA20867,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.0064415,0.0178839,0.00903201,unknown
NA20870,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00799663,0.0106576,0.00774729,unknown
NA20872,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00760556,0.0122844,0.0093283,unknown
NA20875,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00637975,0.0183576,0.00953362,unknown
NA20876,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00623523,0.0180245,0.00779807,unknown
NA20878,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00654379,0.0185143,0.00806776,unknown
NA20884,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.0059674,0.0191253,0.00824407,unknown
NA20886,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00730549,0.0135701,0.00738049,unknown
NA20888,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.0063499,0.0186683,0.00747201,unknown
NA20889,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00639893,0.0174791,0.00970904,unknown
NA20896,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00634221,0.0191179,0.007973,unknown
NA20902,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.0059618,0.0191671,0.00766098,unknown
NA21098,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00619034,0.0189161,0.00792862,unknown
NA21110,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00621752,0.0181837,0.00867412,unknown
NA21111,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00640575,0.0179462,0.00628735,unknown
NA21112,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00608901,0.0187401,0.00816112,unknown
NA21120,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00661073,0.0163716,0.0061975,unknown
NA21124,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00627969,0.0188307,0.00794227,unknown
NA21127,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00614049,0.018518,0.00925956,unknown
NA21129,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00610757,0.0190366,0.00760484,unknown
NA21130,MAGE,MAGE,,,GIH,SAS,Unknown,,,-0.00661979,0.017858,0.00829543,unknown
HG00096,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128098,-0.00793688,0.00888716,unknown
HG00100,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0127326,-0.00815651,0.00999769,unknown
HG00105,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0126639,-0.00743419,0.00987979,unknown
HG00108,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0127322,-0.00796018,0.00809295,unknown
HG00110,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0127843,-0.0074506,0.00969239,unknown
HG00113,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129365,-0.00812615,0.00881427,unknown
HG00114,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0127001,-0.00778045,0.00879474,unknown
HG00121,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.013035,-0.00752114,0.00954133,unknown
HG00122,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129064,-0.00757441,0.00850779,unknown
HG00127,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129422,-0.00824057,0.00918329,unknown
HG00130,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0124163,-0.00799797,0.0101736,unknown
HG00132,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128807,-0.00848536,0.00837463,unknown
HG00141,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129083,-0.00809372,0.00858872,unknown
HG00142,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0126147,-0.00792406,0.0100503,unknown
HG00146,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128507,-0.00753436,0.0108568,unknown
HG00148,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128799,-0.00823229,0.00871199,unknown
HG00151,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0125772,-0.00752847,0.00859849,unknown
HG00160,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128244,-0.0077999,0.00966319,unknown
HG00177,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0121305,-0.000681502,0.00801311,unknown
HG00179,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0121954,-0.00229172,0.00607877,unknown
HG00183,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0122802,-0.00206615,0.0076299,unknown
HG00185,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0122194,-0.00177906,0.0066656,unknown
HG00186,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0124715,-0.00274051,0.00742721,unknown
HG00188,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0125199,-0.00352164,0.00697537,unknown
HG00189,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0125678,-0.00289675,0.00662125,unknown
HG00190,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0125939,-0.00391751,0.00697646,unknown
HG00233,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0125261,-0.00804059,0.00940781,unknown
HG00237,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0126818,-0.00788037,0.00955451,unknown
HG00243,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129479,-0.00813694,0.0109555,unknown
HG00244,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0126289,-0.00770696,0.0090592,unknown
HG00250,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0129289,-0.00781431,0.00872325,unknown
HG00254,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0124254,-0.00793351,0.00906659,unknown
HG00260,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0128473,-0.0078745,0.00842758,unknown
HG00265,MAGE,MAGE,,,GBR,EUR,EUR,,,-0.0130865,-0.00854428,0.00880905,unknown
HG00269,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0123262,-0.00262295,0.00694385,unknown
HG00277,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0127598,-0.00449776,0.00907899,unknown
HG00285,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0123538,-0.00195438,0.007431,unknown
HG00290,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0123002,-0.00184219,0.00699834,unknown
HG00304,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0122633,-0.00288676,0.00829495,unknown
HG00311,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0128027,-0.00465978,0.0101357,unknown
HG00318,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0127871,-0.00442179,0.0057233,unknown
HG00320,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0123358,-0.00342303,0.00729285,unknown
HG00325,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0125562,-0.00162562,0.00638894,unknown
HG00326,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0124612,-0.00305126,0.0073048,unknown
HG00327,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0122687,-0.00268396,0.00743932,unknown
HG00331,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0122971,-0.00286612,0.00813625,unknown
HG00335,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.01262,-0.00414903,0.00684626,unknown
HG00337,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0125855,-0.00435007,0.00823646,unknown
HG00342,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0123567,-0.00173375,0.00875707,unknown
HG00355,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0126902,-0.00389942,0.00881077,unknown
HG00360,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0124481,-0.00406625,0.00665631,unknown
HG00368,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.012256,-0.0018563,0.00736664,unknown
HG00372,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.0128362,-0.00311205,0.00811307,unknown
HG00382,MAGE,MAGE,,,FIN,EUR,EUR,,,-0.012195,-0.00207034,0.00687381,unknown
HG00404,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.0030806,0.0618867,-0.019042,unknown
HG00410,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00291801,0.0610939,-0.0182544,unknown
HG00442,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00291351,0.0620064,-0.0179673,unknown
HG00463,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00307065,0.062089,-0.0181019,unknown
HG00473,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00287204,0.061798,-0.0200769,unknown
HG00475,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00294535,0.0614262,-0.0181753,unknown
HG00513,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00283356,0.0619981,-0.0183988,unknown
HG00525,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.0030584,0.0611085,-0.0176859,unknown
HG00533,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00318278,0.0616225,-0.0176399,unknown
HG00537,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00305829,0.0623911,-0.0192032,unknown
HG00551,MAGE,MAGE,,,PUR,AMR,EUR,,,-0.00548482,0.000223698,0.000364934,unknown
HG00553,MAGE,MAGE,,,PUR,AMR,SAS,,,0.0011585,0.00333599,-0.003611,unknown
HG00556,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00315105,0.0615175,-0.0174668,unknown
HG00565,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00292971,0.0622216,-0.0192938,unknown
HG00581,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00299275,0.0619901,-0.0184194,unknown
HG00583,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00308128,0.0618678,-0.0179233,unknown
HG00589,MAGE,MAGE,,,CHS,EAS,Unknown,,,-0.00302816,0.0617985,-0.0181849,unknown
