donor_id,dataset,sample_type,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,PC1,PC2,PC3,ethnicity_ancestry_concordance
099_S_0051,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605488034903998,-0.00859545,-0.0124324,0.00793284,discordant
099_S_0291,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.607044878766002,-0.00877212,-0.0113797,0.00417986,discordant
099_S_0352,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5864787653916188,-0.00915011,-0.0114101,0.00574156,discordant
099_S_2042,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067567982322136,-0.00872435,-0.011025,0.00552369,discordant
099_S_2063,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.7988117585841771,-0.00785934,-0.0107856,0.00867073,discordant
099_S_2146,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589762219330343,-0.00901189,-0.0128431,0.00452437,discordant
099_S_2205,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5922657938576283,-0.00864208,-0.0133342,0.00665737,discordant
099_S_4022,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00562787,-0.00732472,0.00544879,concordant
099_S_4086,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6110050265539182,-0.00876013,-0.0118401,0.00382688,discordant
099_S_4104,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5881341988987373,-0.00868441,-0.0114186,0.00660877,discordant
099_S_4202,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5900505398757744,-0.00899292,-0.0117765,0.00516573,discordant
099_S_4205,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.607902865470242,-0.00859762,-0.0125368,0.00248279,discordant
099_S_4463,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.4152398581749474,-0.00866438,-0.0116433,0.00405361,discordant
099_S_4475,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5894282853857293,-0.00899871,-0.0127441,0.00634419,discordant
099_S_4480,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6087768795966696,-0.00824787,-0.0123095,0.00587238,discordant
099_S_4498,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086673873537347,-0.00863807,-0.0121046,0.00659069,discordant
099_S_4565,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5867265466033407,-0.00860288,-0.013247,0.00686432,discordant
100_S_0035,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6065651820169587,-0.00913567,-0.0121029,0.00666506,discordant
100_S_0047,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901106397931463,-0.00911256,-0.0128382,0.00340554,discordant
100_S_0069,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6054709616158376,-0.00880908,-0.0117953,0.00500806,discordant
100_S_4469,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.606810475415118,-0.00888362,-0.012323,0.00644122,discordant
109_S_2200,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4044096969203752,0.0385689,0.000578756,0.00972932,discordant
109_S_2237,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.3959066619452311,0.0358107,0.00120708,0.0111287,discordant
109_S_2278,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4158596800278783,0.0363008,0.00263235,0.00947203,discordant
109_S_4260,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.4057879142184163,0.0410894,0.00232102,0.012058,discordant
109_S_4455,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00546685,-0.00866389,0.00848071,concordant
109_S_4499,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00525182,-0.00855168,0.00855077,concordant
114_S_0166,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6103947264429265,-0.00859486,-0.0123109,0.0068522,discordant
114_S_0173,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6082633572492757,-0.00872159,-0.0122613,0.00714405,discordant
114_S_0378,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5927301300698546,-0.00879861,-0.0125609,0.00780825,discordant
114_S_0416,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0062972,-0.00906167,0.00892289,concordant
114_S_1106,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5928417767293621,-0.00861247,-0.0115042,0.00667255,discordant
114_S_4404,ADNI,ADNI,multiethnic,multiethnic,,,Unknown,Uncertain,0.609483784788175,-0.00885017,-0.0121237,0.00516127,uncertain
116_S_0361,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6074969803911326,-0.00884045,-0.0124753,0.00499954,discordant
116_S_0382,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5890535232147566,-0.00869618,-0.0125465,0.00549431,discordant
116_S_0649,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00551411,-0.00746392,0.00794384,concordant
116_S_0657,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6079016917431225,-0.0087466,-0.0130091,0.00435319,discordant
116_S_0752,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5884995944933403,-0.00872354,-0.0127505,0.00321059,discordant
116_S_0834,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.60737610439324,-0.00889081,-0.0126831,0.00702894,discordant
116_S_1232,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,1.0,-0.0079294,-0.0111916,0.00747593,discordant
116_S_1249,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8034325367396825,-0.00877418,-0.0121048,0.00580508,discordant
116_S_1271,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5928176700634771,-0.00883556,-0.012588,0.00568131,discordant
116_S_4010,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6081602711827987,-0.00891834,-0.0123781,0.00607077,discordant
116_S_4043,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061431821484569,-0.00916093,-0.012526,0.00635647,discordant
116_S_4092,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.611054284346006,-0.00854891,-0.0112364,0.00250001,discordant
116_S_4167,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.606583872663823,-0.00912792,-0.0133612,0.00352373,discordant
116_S_4175,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5865939867855793,-0.00884414,-0.0124924,0.00508391,discordant
116_S_4199,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6078969755723262,-0.00890208,-0.0123661,0.00628629,discordant
116_S_4209,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8025649454918623,-0.00905076,-0.0118525,0.00589778,discordant
116_S_4338,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,0.8008883141450462,-0.00909101,-0.0126928,0.00619325,concordant
116_S_4453,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,Uncertain,0.59645360642725,-0.0073817,-0.0099784,0.0068364,discordant
116_S_4483,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6093211658706552,-0.00865061,-0.0119302,0.00503954,discordant
116_S_4625,ADNI,ADNI,multiethnic,multiethnic,,,Unknown,Uncertain,0.5891933246028305,-0.00883469,-0.0124241,0.00550462,uncertain
116_S_4635,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00620058,-0.00962942,0.00900051,concordant
123_S_0072,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0059087,-0.00946814,0.00922672,concordant
123_S_0106,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6057866955852761,-0.0090703,-0.011711,0.00602207,discordant
123_S_0108,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6062098395435388,-0.00878987,-0.0120449,0.00396611,discordant
123_S_0113,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8056818290800476,-0.00883764,-0.0120619,0.0053772,discordant
123_S_0298,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8045764069200194,-0.00872836,-0.0119399,0.006026,discordant
123_S_1300,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6057210282773192,-0.00879115,-0.0122729,0.00663303,discordant
123_S_2055,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8040255331333319,-0.00887094,-0.0126233,0.0027106,discordant
123_S_2363,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5902046923336219,-0.00890711,-0.0130432,0.00610181,discordant
123_S_4096,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5938509785917343,-0.00906198,-0.0122917,0.00336537,discordant
123_S_4127,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5882162648242325,-0.00847457,-0.0110951,0.0077809,discordant
123_S_4170,ADNI,ADNI,multiethnic,multiethnic,,,Unknown,Uncertain,0.5925810481833906,-0.00842419,-0.0124972,0.00656549,uncertain
123_S_4526,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6053900643732951,-0.00913079,-0.0127527,0.00529336,discordant
126_S_0605,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5961187438942136,-0.00879683,-0.0129273,0.00748602,discordant
126_S_0680,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8057023899386464,-0.0090563,-0.0122982,0.00733824,discordant
126_S_0709,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5894563921735344,-0.00907536,-0.012914,0.00420501,discordant
126_S_1187,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5948156441478316,-0.00864144,-0.012852,0.00562111,discordant
126_S_2405,ADNI,ADNI,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,-0.00379088,0.0119139,0.00997382,concordant
126_S_4458,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5913138764316643,-0.00862693,-0.0128994,0.00552172,discordant
126_S_4494,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901857817606354,-0.00893579,-0.012955,0.0043635,discordant
126_S_4507,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6072505120262806,-0.00923064,-0.0125591,0.00613323,discordant
126_S_4514,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5888590476649156,-0.00884449,-0.0121341,0.00458634,discordant
126_S_4686,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5901755968034328,-0.00879821,-0.0125004,0.00580432,discordant
127_S_0112,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5874374399433929,-0.00891832,-0.0130621,0.00286792,discordant
127_S_0259,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6089894861012944,-0.00900355,-0.0132224,0.00576753,discordant
127_S_0260,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055975639934003,-0.00873284,-0.0133518,0.00668492,discordant
127_S_0622,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5868647273298785,-0.00903701,-0.0121403,0.00474591,discordant
127_S_0684,ADNI,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,0.00284493,0.0752735,-0.0154025,concordant
127_S_0925,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6108563046956015,-0.00919562,-0.0118371,0.00612374,discordant
127_S_1032,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,EUR,0.7995056314583734,-0.00871131,-0.0105086,0.00734069,concordant
127_S_1427,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.590798013088991,-0.00873024,-0.012892,0.00504308,discordant
127_S_2213,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.0068681,-0.00927784,0.00931855,concordant
127_S_2234,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8044174560027625,-0.00839826,-0.0107715,0.00796339,discordant
127_S_4148,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.588133132624831,-0.00873719,-0.0123334,0.0053982,discordant
127_S_4197,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6068601981657127,-0.00926572,-0.0128452,0.00566762,discordant
127_S_4198,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6084699192196571,-0.0086897,-0.0125486,0.00593854,discordant
127_S_4210,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914055573837649,-0.00875263,-0.0123534,0.00642123,discordant
127_S_4240,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.587791935719746,-0.00827469,-0.0119597,0.00638782,discordant
127_S_4301,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8037148974610928,-0.00928033,-0.0126398,0.00339173,discordant
127_S_4500,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6031138294027105,-0.00899724,-0.0117048,0.00444809,discordant
127_S_4604,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5885143731757917,-0.00891085,-0.0131007,0.00517278,discordant
127_S_4645,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8049004484140038,-0.00866881,-0.0126538,0.00444415,discordant
128_S_0135,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5970206748457229,-0.00929532,-0.0123289,0.00731394,discordant
128_S_0138,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086144866335254,-0.00864188,-0.0130493,0.00445593,discordant
128_S_0200,ADNI,ADNI,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,0.00260483,0.0751238,-0.0157635,concordant
128_S_0205,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5915773648587944,-0.00896299,-0.0124261,0.00564454,discordant
128_S_0225,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.592058741286022,-0.00894333,-0.0123103,0.00590144,discordant
128_S_0229,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6093147951778815,-0.00883572,-0.0114674,0.00397931,discordant
128_S_0230,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6088136981526889,-0.0084459,-0.0119429,0.0057213,discordant
128_S_0272,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6075988259058621,-0.00868933,-0.0117511,0.00515003,discordant
128_S_0522,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5974412822824314,-0.00918558,-0.0128572,0.00444754,discordant
128_S_0545,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6061712937962801,-0.00880762,-0.0129255,0.00739231,discordant
128_S_0770,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00562289,-0.00794487,0.00896574,concordant
128_S_0863,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.7978641112112337,-0.00780829,-0.0108808,0.00764463,discordant
128_S_1043,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,1.0,-0.00460879,0.00800264,-0.00629996,discordant
128_S_1406,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8074978540650017,-0.0085748,-0.0124979,0.00569261,discordant
128_S_1407,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,AFR,0.8067052011500387,0.0222333,0.0024798,0.0109123,concordant
128_S_1408,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5887235797718581,-0.00835847,-0.0124418,0.0040986,discordant
128_S_2002,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6031017343573579,-0.00886313,-0.0117785,0.00668894,discordant
128_S_2003,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6065045144928017,-0.00879621,-0.0127379,0.00323611,discordant
128_S_2036,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8054984404244868,-0.00889589,-0.0114451,0.00511746,discordant
128_S_2045,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5868109530193466,-0.00906457,-0.0122874,0.00475054,discordant
128_S_2123,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,AMR,1.0,-0.00537522,-0.00114247,0.00166751,discordant
128_S_2130,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904856029359886,-0.00866822,-0.0129673,0.00315427,discordant
128_S_2151,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.608107175194567,-0.00888536,-0.0125901,0.00505856,discordant
128_S_2220,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6096850172476735,-0.00893809,-0.0123983,0.00447999,discordant
128_S_4553,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.805210068315244,-0.00834376,-0.0121375,0.00634971,discordant
128_S_4571,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8056424270650202,-0.00864986,-0.0122108,0.00366082,discordant
128_S_4607,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,Uncertain,0.6069627058444064,0.0322481,0.00168507,0.0086034,discordant
128_S_4636,ADNI,ADNI,white,HANCESTRO:0005,,,SAS,AMR,1.0,-0.00476708,0.00155141,0.000315177,discordant
129_S_1246,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914449967978054,-0.00896964,-0.0129171,0.00592463,discordant
129_S_2332,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5945786916564941,-0.00891147,-0.0123611,0.00592615,discordant
129_S_4220,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589487824977049,-0.00856268,-0.0125598,0.00524389,discordant
129_S_4287,ADNI,ADNI,black or african american,HANCESTRO:0010,,,Unknown,AFR,0.780705671010089,0.0257226,-0.000329064,0.00805073,concordant
129_S_4369,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6064447491727708,-0.00879119,-0.0133744,0.0031561,discordant
129_S_4371,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8043170195932107,-0.00924936,-0.0133596,0.00612938,discordant
129_S_4396,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605479806738347,-0.00919547,-0.0124313,0.00470103,discordant
130_S_0232,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6042020613600912,-0.00885504,-0.0122598,0.00524337,discordant
130_S_0285,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.589410917945327,-0.0091707,-0.0125246,0.00489157,discordant
130_S_0289,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086418058764292,-0.0084559,-0.0117397,0.00692775,discordant
130_S_2391,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8009654311169063,-0.00712971,-0.0100515,0.00697931,discordant
130_S_2403,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.605442699308406,-0.00889215,-0.0128393,0.00560189,discordant
130_S_4250,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6028768217400121,-0.00911564,-0.012701,0.00628897,discordant
130_S_4294,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00688759,-0.00975827,0.00765153,concordant
130_S_4352,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5882973089074299,-0.00844671,-0.0125988,0.00593233,discordant
130_S_4405,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6090818460140973,-0.00880216,-0.0122849,0.00564499,discordant
130_S_4415,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5853445713570612,-0.0088489,-0.0122435,0.00460335,discordant
130_S_4468,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6083669039988236,-0.00893579,-0.0127784,0.00453321,discordant
130_S_4589,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5938332022961452,-0.00911339,-0.0126326,0.00332668,discordant
130_S_4660,ADNI,ADNI,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,-0.000457911,0.0283083,0.0112421,concordant
131_S_0123,ADNI,ADNI,white,HANCESTRO:0005,,,EUR,EUR,1.0,-0.00534381,-0.0067706,0.00798795,concordant
131_S_0384,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055990962140182,-0.00734793,-0.0106365,0.0078885,discordant
131_S_0441,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6044453316335976,-0.00921024,-0.0115495,0.00544714,discordant
135_S_4281,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6079400072033245,-0.0089504,-0.0122693,0.00649779,discordant
135_S_4309,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8047956354618486,-0.00894991,-0.012262,0.00439888,discordant
135_S_4356,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5873626860070098,-0.00879415,-0.0125988,0.00318284,discordant
135_S_4406,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8039279081331446,-0.00905237,-0.0129287,0.0035984,discordant
135_S_4446,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5900428522154155,-0.0086483,-0.013288,0.00555511,discordant
135_S_4489,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6085063056776917,-0.00906522,-0.012289,0.00567351,discordant
135_S_4598,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5976044618090972,-0.00791214,-0.0109406,0.00459411,discordant
135_S_4657,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6067082485493351,-0.00885716,-0.0123168,0.00544167,discordant
135_S_4676,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5914483270076382,-0.00894295,-0.0137394,0.00462087,discordant
136_S_0107,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5878758667729366,-0.00881932,-0.0132698,0.00448625,discordant
136_S_0186,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8047076170439398,-0.00887411,-0.0122132,0.00500047,discordant
136_S_4189,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891688361136912,-0.00920426,-0.0138374,0.00416316,discordant
136_S_4269,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5877625385582802,-0.00905727,-0.012288,0.00590567,discordant
136_S_4408,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5908988072624067,-0.00919923,-0.0128262,0.0033019,discordant
136_S_4433,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6095541821892512,-0.00872845,-0.0126286,0.00550037,discordant
137_S_0301,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6055962366824597,-0.00810287,-0.0117005,0.00603073,discordant
137_S_0459,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5904487294669418,-0.00914168,-0.0126391,0.00599722,discordant
137_S_0668,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6076184299647925,-0.00872601,-0.011823,0.00534723,discordant
137_S_0686,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.8016360926383735,-0.00798898,-0.0105164,0.00810949,discordant
137_S_0722,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5929037157013839,-0.00855263,-0.013077,0.00408129,discordant
137_S_0800,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6086852572205625,-0.0089813,-0.0128176,0.00416985,discordant
137_S_0972,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5909548627457448,-0.00876191,-0.0134468,0.00657811,discordant
137_S_0973,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6075995782387574,-0.00899347,-0.0122484,0.00511142,discordant
137_S_1414,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.803790283233679,-0.00808285,-0.0126866,0.00562335,discordant
137_S_4211,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5923003240258401,-0.00892087,-0.0130149,0.00303632,discordant
137_S_4258,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6076013587189717,-0.00895949,-0.011922,0.00663972,discordant
137_S_4299,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8049692441061336,-0.00860646,-0.0121504,0.00467083,discordant
137_S_4331,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5898116067592561,-0.00875284,-0.0127852,0.00839169,discordant
137_S_4351,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5891268571034721,-0.00861796,-0.0125926,0.00524789,discordant
137_S_4466,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,1.0,-0.00941836,-0.0124174,0.0065876,discordant
137_S_4482,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AFR,0.8057513959953412,-0.00876222,-0.0123549,0.00577376,discordant
137_S_4596,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5890964986025135,-0.00874958,-0.0115068,0.00549484,discordant
137_S_4672,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5865656912535689,-0.00855675,-0.0119669,0.00482624,discordant
141_S_0717,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,0.802276871451972,-0.00622575,-0.0113575,0.00733972,discordant
141_S_1004,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5906127233059562,-0.00853902,-0.0122318,0.00413306,discordant
141_S_1052,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.590933184541783,-0.00828425,-0.0122214,0.00613076,discordant
141_S_1255,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.6035597950310652,-0.00913228,-0.0125301,0.00526429,discordant
141_S_1378,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,AMR,1.0,-0.00233442,0.0156537,-0.0110678,discordant
141_S_2210,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.587607538718641,-0.00884092,-0.0118354,0.00684219,discordant
141_S_4053,ADNI,ADNI,white,HANCESTRO:0005,,,Unknown,Uncertain,0.5946209786790065,-0.00894584,-0.0117138,0.00400194,discordant
