sample_id,data_source,sample_type,ethnicity_reported,consensus_ancestry,ancestry_confidence,ethnicity_ancestry_concordance,PC1,PC2,PC3
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZEX8,GTEx,tissue,white,EUR,1.0,uncertain,-0.00948701,-0.00555067,0.0083406
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF28,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118823,-0.00893155,0.00362334
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF29,GTEx,tissue,white,EUR,1.0,uncertain,-0.0113687,-0.00738491,0.00659537
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF2S,GTEx,tissue,white,EUR,1.0,uncertain,-0.0119174,-0.00787668,0.00502217
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZF3C,GTEx,tissue,white,EUR,1.0,uncertain,-0.0118212,-0.00750864,0.00400508
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZG7Y,GTEx,tissue,white,EUR,1.0,uncertain,-0.01177,-0.0089922,0.00412479
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZGAY,GTEx,tissue,white,EUR,1.0,uncertain,-0.0120874,-0.00837537,0.00495947
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLFU,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0498972,-0.0076743,0.0038967
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLV1,GTEx,tissue,white,EUR,1.0,uncertain,-0.011755,-0.00802833,0.00753499
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZLWG,GTEx,tissue,black or african american,AFR,1.0,uncertain,0.0268101,-0.00619081,0.00545913
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZP4G,GTEx,tissue,white,EUR,1.0,uncertain,-0.0121803,-0.00757145,0.00387432
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
GTEX-ZPCL,GTEx,tissue,white,EUR,1.0,uncertain,-0.0122435,-0.0084539,0.00452953
