donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
GTEX-1H1DF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120847,-0.00803812
GTEX-1H1DG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121786,-0.00792809
GTEX-1H1E6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115562,-0.00827277
GTEX-1H1ZS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123079,-0.00774326
GTEX-1H23P,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118307,-0.00905443
GTEX-1H2FU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118762,-0.00834922
GTEX-1H3NZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121764,-0.00830965
GTEX-1H3O1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115756,-0.00864591
GTEX-1H3VE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107915,-0.0070251
GTEX-1H3VY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121547,-0.00842805
GTEX-1H4P4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117038,-0.00775037
GTEX-1HB9E,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120068,-0.00758101
GTEX-1HBPH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116374,-0.00683522
GTEX-1HBPI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107111,-0.00701723
GTEX-1HBPM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120038,-0.00874165
GTEX-1HBPN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0301796,-0.00859149
GTEX-1HC8U,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.039176,-0.00887984
GTEX-1HCU6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116903,-0.00778563
GTEX-1HCU7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116823,-0.00723114
GTEX-1HCU8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.010802,-0.00664132
GTEX-1HCU9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121693,-0.00782018
GTEX-1HCUA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0435223,-0.00998207
GTEX-1HCVE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0108678,-0.00600291
GTEX-1HFI6,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0499343,-0.0094144
GTEX-1HFI7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0111691,-0.00851719
GTEX-1HGF4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116843,-0.00826879
GTEX-1HKZK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118177,-0.00822542
GTEX-1HR98,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118487,-0.00713616
GTEX-1HR9M,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122873,-0.00816949
GTEX-1HSEH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012074,-0.0079268
GTEX-1HSGN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0531636,-0.00871812
GTEX-1HSKV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00897454,-0.00396517
GTEX-1HSMO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118622,-0.00807214
GTEX-1HSMP,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0342162,-0.00848264
GTEX-1HSMQ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0538187,-0.00970128
GTEX-1HT8W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118923,-0.00831125
GTEX-1HUB1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115972,-0.00871769
GTEX-1I19N,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120113,-0.00628658
GTEX-1I1CD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0109357,-0.00709056
GTEX-1I1GP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115759,-0.007341
GTEX-1I1GQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120114,-0.00679158
GTEX-1I1GR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121512,-0.00779231
GTEX-1I1GS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123578,-0.0083542
GTEX-1I1GT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122274,-0.00824706
GTEX-1I1GU,GTEx,hispanic or latino,HANCESTRO:0028,,,SAS,AMR,1.0,concordant,-0.00238198,-0.00254697
GTEX-1I1GV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120994,-0.00824044
GTEX-1I1HK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122417,-0.00717694
GTEX-1I4MK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121048,-0.00769992
GTEX-1I6K6,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,-0.00379869,0.0522052
GTEX-1I6K7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122094,-0.00797759
GTEX-1ICG6,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116387,-0.00695491
GTEX-1ICLY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118442,-0.00798266
GTEX-1ICLZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121906,-0.00799517
GTEX-1IDFM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011983,-0.00760403
GTEX-1IDJC,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,0.00150744,0.0198612
GTEX-1IDJD,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120347,-0.00833337
GTEX-1IDJE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120963,-0.00842301
GTEX-1IDJF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115755,-0.00810341
GTEX-1IDJH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113888,-0.0082566
GTEX-1IDJI,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.047944,-0.0100325
GTEX-1IDJU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119903,-0.00860627
GTEX-1IDJV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118983,-0.00837181
GTEX-1IE54,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115932,-0.00905181
GTEX-1IGQW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120342,-0.00673741
GTEX-1IKJJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.01204,-0.00803535
GTEX-1IKK5,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0501229,-0.00911765
GTEX-1IKOE,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0483965,-0.00889705
GTEX-1IKOH,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117785,-0.00758589
GTEX-1IL2U,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0397321,-0.00861687
GTEX-1IL2V,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.054395,-0.009594
GTEX-1IOXB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0112829,-0.00803387
GTEX-1IY9M,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119116,-0.00721631
GTEX-1J1OQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.010262,-0.00597269
GTEX-1J1R8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116636,-0.00739751
GTEX-1J8EW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0105528,-0.0080824
GTEX-1J8JJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116791,-0.00844824
GTEX-1J8Q2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119167,-0.00765106
GTEX-1J8Q3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.803734526126969,concordant,-0.0103818,-0.00669732
GTEX-1J8QM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118178,-0.00760164
GTEX-1JJ6O,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114662,-0.00681757
GTEX-1JJEA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119715,-0.00860598
GTEX-1JK1U,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120761,-0.00757541
GTEX-1JKYN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115249,-0.00727728
GTEX-1JKYR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120543,-0.00743308
GTEX-1JMLX,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0443448,-0.00964024
GTEX-1JMOU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011925,-0.0078437
GTEX-1JMPY,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.022554,-0.00772746
GTEX-1JMPZ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0465186,-0.00924611
GTEX-1JMQI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011994,-0.00735634
GTEX-1JMQJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117616,-0.00707211
GTEX-1JMQK,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120627,-0.0066712
GTEX-1JMQL,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0357938,-0.00935636
GTEX-1JN1M,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118305,-0.00676036
GTEX-1JN6P,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117887,-0.00814014
GTEX-1JN76,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122247,-0.00779105
GTEX-1K2DA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8025550587680625,concordant,-0.0110054,-0.00706508
GTEX-1K2DU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00933905,-0.0059296
GTEX-1K9T9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119704,-0.00793976
GTEX-1KAFJ,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.00104676,0.0699081
GTEX-1KANA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,0.8003504448757994,concordant,-0.0115149,-0.00632148
GTEX-1KANB,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.045473,-0.00787982
GTEX-1KANC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0558658,-0.0100308
GTEX-1KD4Q,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118789,-0.00749232
GTEX-1KD5A,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122022,-0.00764053
GTEX-1KWVE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114051,-0.00733487
GTEX-1KXAM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122666,-0.00867594
GTEX-1L5NE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115909,-0.00835832
GTEX-1LB8K,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00901042,-0.00367128
GTEX-1LBAC,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0491702,-0.00836444
GTEX-1LC47,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120691,-0.00714606
GTEX-1LG7Y,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117442,-0.00574373
GTEX-1LG7Z,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120631,-0.0081517
GTEX-1LGOU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118897,-0.00813163
GTEX-1LGRB,GTEx,asian,HANCESTRO:0014,,,Unknown,SAS,1.0,concordant,-0.00632203,0.0181169
GTEX-1LH75,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115589,-0.00762294
GTEX-1LKK1,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119758,-0.00738321
GTEX-1LNCM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119265,-0.00806683
GTEX-1LSNL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120848,-0.00816317
GTEX-1LSNM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119836,-0.00721576
GTEX-1LSVX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121131,-0.00798557
GTEX-1LVA9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119675,-0.00817183
GTEX-1LVAM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123527,-0.00830886
GTEX-1LVAN,GTEx,asian,HANCESTRO:0014,,,Unknown,EAS,1.0,concordant,-0.000993132,0.0666435
GTEX-1LVAO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118048,-0.00650897
GTEX-1M4P7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117056,-0.00811554
GTEX-1M5QR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116704,-0.0074963
GTEX-1MA7W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012047,-0.0086932
GTEX-1MA7X,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119819,-0.00814439
GTEX-1MCC2,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0295886,-0.00893393
GTEX-1MCQQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122516,-0.00826776
GTEX-1MCYP,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115943,-0.00678107
GTEX-1MGNQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00806317,-0.00686225
GTEX-1MJIX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120585,-0.00761012
GTEX-1MJK2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119831,-0.00877802
GTEX-1MJK3,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107156,-0.00639212
GTEX-1MUQO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118247,-0.00797816
GTEX-1N2DV,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0348561,-0.00832382
GTEX-1N2DW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011712,-0.00843999
GTEX-1N2EE,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0110614,-0.00728317
GTEX-1N2EF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120953,-0.00808579
GTEX-1N5O9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115927,-0.00678758
GTEX-1NHNU,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0521306,-0.00918957
GTEX-1NSGN,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0485837,-0.00888254
GTEX-1NUQO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119249,-0.00743213
GTEX-1NV5F,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116382,-0.00787386
GTEX-1NV8Z,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115713,-0.00750636
GTEX-1O97I,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117563,-0.00840453
GTEX-1O9I2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122388,-0.00849526
GTEX-1OFPY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00894042,-0.00380121
GTEX-1OJC3,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0444262,-0.00816584
GTEX-1OJC4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123728,-0.00741135
GTEX-1OKEX,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117559,-0.00850165
GTEX-1P4AB,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122599,-0.00802793
GTEX-1PBJI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0109919,-0.00752851
GTEX-1PBJJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116907,-0.00828056
GTEX-1PDJ9,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121162,-0.00729065
GTEX-1PFEY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118794,-0.00826587
GTEX-1PIEJ,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.5988810918977576,discordant,-0.0109986,-0.00684876
GTEX-1PIGE,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AMR,1.0,concordant,0.0033218,0.00505701
GTEX-1PIIG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107372,-0.00705142
GTEX-1POEN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115948,-0.00770503
GTEX-1PPGY,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0109764,-0.00749475
GTEX-1PPH7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118226,-0.00829353
GTEX-1PPH8,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0285631,-0.0054719
GTEX-1PWST,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122823,-0.00762747
GTEX-1QAET,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117374,-0.0060187
GTEX-1QCLY,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0534275,-0.00879981
GTEX-1QCLZ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120983,-0.00797654
GTEX-1QEPI,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121943,-0.00776277
GTEX-1QMI2,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119735,-0.00793281
GTEX-1QP28,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0123709,-0.00843931
GTEX-1QP29,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114019,-0.00690756
GTEX-1QP2A,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121845,-0.0075906
GTEX-1QP66,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118062,-0.00792739
GTEX-1QP67,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120083,-0.00809658
GTEX-1QP6S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119719,-0.00825093
GTEX-1QP9N,GTEx,white,HANCESTRO:0005,,,EUR,AMR,1.0,discordant,-0.00866805,0.00380983
GTEX-1QPFJ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0107883,-0.00647051
GTEX-1QW4Y,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0114516,-0.00757479
GTEX-1R46S,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118798,-0.00666991
GTEX-1R7EU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119136,-0.00786722
GTEX-1R7EV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0113705,-0.00222029
GTEX-1R9JW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118757,-0.00805159
GTEX-1R9K4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011933,-0.00769219
GTEX-1R9K5,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119685,-0.00796563
GTEX-1R9PM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.012252,-0.00827014
GTEX-1R9PN,GTEx,white,HANCESTRO:0005,,,EUR,Uncertain,0.6000110717313527,discordant,-0.0114503,-0.00657589
GTEX-1R9PO,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0104519,-0.00589234
GTEX-1RAZA,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120918,-0.00773849
GTEX-1RAZQ,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117094,-0.00828987
GTEX-1RAZR,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117815,-0.00786426
GTEX-1RAZS,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0535956,-0.00961837
GTEX-1RB15,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120147,-0.00803575
GTEX-1RDX4,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119161,-0.00802189
GTEX-1RLM8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122464,-0.00818883
GTEX-1RMOY,GTEx,white,HANCESTRO:0005,,,Unknown,EAS,1.0,discordant,-0.00762225,0.0243524
GTEX-1RNSC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121122,-0.00823872
GTEX-1RNTQ,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.046858,-0.00846189
GTEX-1RQEC,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118406,-0.00849142
GTEX-1RQED,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118329,-0.00775279
GTEX-1S3DN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120118,-0.00884731
GTEX-1S5VW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117396,-0.00814202
GTEX-1S5ZA,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0496821,-0.00936517
GTEX-1S5ZU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116543,-0.0083231
GTEX-1S82P,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118605,-0.00848814
GTEX-1S82U,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.011576,-0.007269
GTEX-1S82Z,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119601,-0.00709648
GTEX-1S831,GTEx,hispanic or latino,HANCESTRO:0028,,,Unknown,AFR,0.8096265888920358,discordant,0.0173566,-0.00373186
GTEX-1S83E,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116686,-0.00757064
GTEX-N7MS,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121038,-0.00750732
GTEX-N7MT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122366,-0.00749574
GTEX-NFK9,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0389352,-0.0074321
GTEX-NL3H,GTEx,black or african american,HANCESTRO:0010,,,Unknown,AFR,1.0,concordant,0.0288294,-0.0035533
GTEX-NL4W,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0119337,-0.00873365
GTEX-NPJ7,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0117356,-0.0036576
GTEX-NPJ8,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0122727,-0.00806991
GTEX-O5YT,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116692,-0.00838402
GTEX-O5YU,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115648,-0.00770458
GTEX-O5YV,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0115824,-0.00799075
GTEX-O5YW,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00854033,-0.0026064
GTEX-OHPK,GTEx,black or african american,HANCESTRO:0010,,,EAS,AFR,1.0,concordant,0.0479967,-0.00812852
GTEX-OHPL,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0121572,-0.00794442
GTEX-OHPM,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0118815,-0.00798966
GTEX-OHPN,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.00999154,-0.00780244
GTEX-OIZF,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0120062,-0.00812132
GTEX-OIZG,GTEx,white,HANCESTRO:0005,,,EUR,EUR,1.0,concordant,-0.0116725,-0.00794221
