donor_id,dataset,self_reported_ethnicity,ethnicity_ontology_term,mage_1kgp_population,mage_1kgp_ancestry,genomic_ancestry_pca,genomic_ancestry_ml,ml_confidence,ethnicity_ancestry_concordance,PC1,PC2
HG00442,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00291351,0.0620064
HG00463,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00307065,0.062089
HG00473,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00287204,0.061798
HG00475,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00294535,0.0614262
HG00513,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00283356,0.0619981
HG00525,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.0030584,0.0611085
HG00533,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00318278,0.0616225
HG00537,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00305829,0.0623911
HG00551,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00548482,0.000223698
HG00553,MAGE,,,PUR,AMR,SAS,,,unknown,0.0011585,0.00333599
HG00556,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00315105,0.0615175
HG00565,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00292971,0.0622216
HG00581,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00299275,0.0619901
HG00583,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00308128,0.0618678
HG00589,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00302816,0.0617985
HG00590,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00314941,0.0602859
HG00596,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00293469,0.0625911
HG00607,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00304622,0.0618441
HG00625,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00289786,0.0611264
HG00628,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00290206,0.0614442
HG00631,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00310586,0.0619863
HG00641,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00553823,0.0017204
HG00653,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.0029743,0.0616555
HG00657,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00308501,0.0614652
HG00663,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00303388,0.0616177
HG00693,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.0031508,0.0616101
HG00704,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00306128,0.0617294
HG00705,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.0030032,0.0618239
HG00728,MAGE,,,CHS,EAS,Unknown,,,unknown,-0.00311541,0.0612725
HG00731,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00959229,-0.00300171
HG00737,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00613946,-0.00212486
HG00740,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00287842,0.000157569
HG00844,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00278386,0.0605925
HG00851,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00303836,0.0610603
HG00864,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00296309,0.0607445
HG00956,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00277967,0.0606702
HG00978,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00275908,0.0608216
HG01029,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00266945,0.0611984
HG01031,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00276603,0.0611155
HG01047,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00592849,-0.00217238
HG01052,MAGE,,,PUR,AMR,SAS,,,unknown,0.00324033,0.00277307
HG01055,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00287284,-0.00164398
HG01060,MAGE,,,PUR,AMR,EUR,,,unknown,-0.0054295,-0.00190313
HG01061,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00647892,-0.000580985
HG01073,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00574268,0.00112986
HG01092,MAGE,,,PUR,AMR,Unknown,,,unknown,0.00505058,-0.00064543
HG01108,MAGE,,,PUR,AMR,Unknown,,,unknown,0.0305602,-0.00434693
HG01113,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00946545,0.00823441
HG01125,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00410321,0.00668458
HG01131,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00652197,0.00632342
HG01137,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00842655,0.0108015
HG01161,MAGE,,,PUR,AMR,SAS,,,unknown,0.00119312,0.00116276
HG01162,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00436621,0.000849538
HG01164,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00462484,-0.000960758
HG01170,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00334337,0.00137539
HG01173,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00688588,-0.00349533
HG01174,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00719658,-0.000969479
HG01188,MAGE,,,PUR,AMR,SAS,,,unknown,0.00361403,0.00418767
HG01190,MAGE,,,PUR,AMR,SAS,,,unknown,-5.65626e-05,0.00474439
HG01204,MAGE,,,PUR,AMR,SAS,,,unknown,-0.004431,0.000217015
HG01242,MAGE,,,PUR,AMR,Unknown,,,unknown,0.0217885,-0.00456467
HG01250,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00483776,0.00959295
HG01251,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00885908,0.00649264
HG01260,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.0015686,0.00880836
HG01271,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00547032,0.00614573
HG01277,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00885258,0.0115685
HG01284,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00626983,0.00494582
HG01312,MAGE,,,PUR,AMR,SAS,,,unknown,-0.00313829,-0.000884789
HG01341,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00806585,0.023633
HG01342,MAGE,,,CLM,AMR,Unknown,,,unknown,0.0128823,0.00472579
HG01345,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00708827,0.00450639
HG01348,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00702841,0.0131991
HG01363,MAGE,,,CLM,AMR,Unknown,,,unknown,0.00132817,0.00901534
HG01365,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.00109877,0.00741401
HG01372,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00770647,0.00935053
HG01383,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00845496,0.00495344
HG01389,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00738616,-2.09209e-07
HG01390,MAGE,,,CLM,AMR,AFR,,,unknown,0.00841388,0.00778391
HG01392,MAGE,,,PUR,AMR,SAS,,,unknown,0.000135651,0.00203768
HG01393,MAGE,,,PUR,AMR,SAS,,,unknown,0.00288011,0.000652113
HG01395,MAGE,,,PUR,AMR,EUR,,,unknown,-0.00616967,-0.00100674
HG01447,MAGE,,,CLM,AMR,EUR,,,unknown,-0.0059616,0.0062167
HG01461,MAGE,,,CLM,AMR,Unknown,,,unknown,0.00230735,0.0131898
HG01468,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00940998,0.00178643
HG01479,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00939606,-0.00158353
HG01488,MAGE,,,CLM,AMR,SAS,,,unknown,-0.000817543,0.000359142
HG01489,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00982653,-0.000477177
HG01492,MAGE,,,CLM,AMR,EUR,,,unknown,-0.00906469,0.00329237
HG01494,MAGE,,,CLM,AMR,Unknown,,,unknown,-0.0027806,0.0146927
HG01501,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0101159,-0.00714152
HG01503,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0115284,-0.00757054
HG01506,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0108454,-0.00819208
HG01509,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0107249,-0.00762867
HG01515,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0126166,-0.00863806
HG01518,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0123687,-0.00869075
HG01522,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0127812,-0.00819824
HG01524,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0113186,-0.00801191
HG01527,MAGE,,,IBS,EUR,EUR,,,unknown,-0.00999082,-0.00783049
HG01578,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00778238,0.0252717
HG01589,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00745887,0.0129414
HG01593,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00786007,0.0112244
HG01597,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00275077,0.0602436
HG01598,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00303995,0.0602662
HG01600,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00279218,0.0608325
HG01606,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0117694,-0.00806867
HG01607,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0115259,-0.0075401
HG01610,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0106655,-0.00777639
HG01613,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0115947,-0.00769148
HG01615,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0114994,-0.00771052
HG01630,MAGE,,,IBS,EUR,EUR,,,unknown,-0.00921737,-0.00741001
HG01669,MAGE,,,IBS,EUR,EUR,,,unknown,-0.00901736,-0.00807342
HG01682,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0119208,-0.0080191
HG01684,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0119149,-0.00779504
HG01686,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0109905,-0.0073356
HG01695,MAGE,,,IBS,EUR,EUR,,,unknown,-0.00903525,-0.00699875
HG01762,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0116665,-0.00821738
HG01765,MAGE,,,IBS,EUR,EUR,,,unknown,-0.011132,-0.00762522
HG01771,MAGE,,,IBS,EUR,EUR,,,unknown,-0.011912,-0.00817262
HG01785,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0122573,-0.00804936
HG01790,MAGE,,,GBR,EUR,EUR,,,unknown,-0.0127875,-0.00769816
HG01797,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00272733,0.0609701
HG01800,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00287109,0.0609804
HG01806,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00276222,0.0607395
HG01809,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00293677,0.0608948
HG01812,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00281771,0.0616908
HG01817,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00266669,0.0613356
HG01843,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00300845,0.0597363
HG01844,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00285381,0.0598338
HG01846,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00284391,0.0595101
HG01849,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00302201,0.0596102
HG01851,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00281947,0.0610341
HG01853,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00288143,0.0602023
HG01858,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00278559,0.0608698
HG01862,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00304372,0.0605048
HG01863,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00301978,0.0609679
HG01870,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00297472,0.0604195
HG01872,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00295801,0.0599811
HG01878,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00300753,0.059921
HG01879,MAGE,,,ACB,AFR,EAS,,,unknown,0.0445064,-0.00734393
HG01890,MAGE,,,ACB,AFR,EAS,,,unknown,0.0467062,-0.00785571
HG01893,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.000887759,0.022823
HG01912,MAGE,,,ACB,AFR,EAS,,,unknown,0.0491363,-0.00784643
HG01918,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00747744,0.0337369
HG01920,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00690056,0.0447373
HG01921,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00762271,0.0339354
HG01932,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00772434,0.0350983
HG01939,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00692151,0.0325483
HG01945,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00729762,0.0348281
HG01950,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.0034074,0.0386083
HG01951,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00529478,0.0439826
HG01953,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00632691,0.0397533
HG01965,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00292722,0.0246411
HG01970,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00815352,0.028614
HG01973,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00516935,0.0358238
HG01988,MAGE,,,ACB,AFR,EAS,,,unknown,0.0252485,-0.00833651
HG02023,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00261961,0.0606912
HG02025,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00298413,0.0606896
HG02026,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00287803,0.0609464
HG02031,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00272348,0.0615336
HG02052,MAGE,,,ACB,AFR,EAS,,,unknown,0.0539014,-0.00766948
HG02053,MAGE,,,ACB,AFR,EAS,,,unknown,0.0510609,-0.00787876
HG02058,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00260585,0.0584488
HG02067,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00298472,0.0599223
HG02069,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00276763,0.059985
HG02089,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00720543,0.0282274
HG02090,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.000518818,0.0222999
HG02102,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00658075,0.0375183
HG02104,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00675518,0.0408431
HG02105,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00706956,0.0433644
HG02121,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00278517,0.0598085
HG02128,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00302956,0.0599513
HG02134,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00286251,0.060352
HG02136,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00260467,0.0597429
HG02142,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.0039004,0.0543429
HG02150,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00696303,0.0435955
HG02155,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00277038,0.0618338
HG02156,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00274391,0.0609943
HG02165,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00288845,0.0603432
HG02166,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00280188,0.0615713
HG02178,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00270611,0.0615033
HG02182,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00292434,0.061206
HG02185,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00277125,0.0611523
HG02188,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00284761,0.0612329
HG02215,MAGE,,,GBR,EUR,EUR,,,unknown,-0.0128008,-0.0082268
HG02220,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0117181,-0.00739973
HG02230,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0120841,-0.00826785
HG02232,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0110685,-0.00833023
HG02236,MAGE,,,IBS,EUR,EUR,,,unknown,-0.0113217,-0.00810453
HG02250,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00292878,0.0611565
HG02265,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00702475,0.042273
HG02271,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00632088,0.0446048
HG02274,MAGE,,,PEL,AMR,AFR,,,unknown,0.00828158,0.0251975
HG02281,MAGE,,,ACB,AFR,EAS,,,unknown,0.0534907,-0.00864273
HG02282,MAGE,,,ACB,AFR,EAS,,,unknown,0.0419476,-0.00809375
HG02283,MAGE,,,ACB,AFR,EAS,,,unknown,0.0416272,-0.00758584
HG02292,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00777785,0.0384143
HG02301,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00697248,0.0360383
HG02307,MAGE,,,ACB,AFR,EAS,,,unknown,0.0515618,-0.00792902
HG02312,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00817291,0.0256912
HG02323,MAGE,,,ACB,AFR,EAS,,,unknown,0.0510289,-0.00846084
HG02332,MAGE,,,ACB,AFR,EAS,,,unknown,0.0493886,-0.00819565
HG02334,MAGE,,,ACB,AFR,EAS,,,unknown,0.0386678,-0.00818507
HG02337,MAGE,,,ACB,AFR,EAS,,,unknown,0.04779,-0.00799633
HG02348,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00674349,0.0372388
HG02355,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00299347,0.0612448
HG02364,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00237775,0.0615155
HG02373,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00261786,0.0611661
HG02389,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00283654,0.0613838
HG02394,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00276305,0.0603261
HG02396,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00298287,0.0612942
HG02409,MAGE,,,CDX,EAS,Unknown,,,unknown,-0.00315571,0.0607293
HG02425,MAGE,,,PEL,AMR,Unknown,,,unknown,-0.00494862,0.0233297
HG02429,MAGE,,,ACB,AFR,EAS,,,unknown,0.0498963,-0.00838953
HG02439,MAGE,,,ACB,AFR,EAS,,,unknown,0.0513284,-0.00781852
HG02449,MAGE,,,ACB,AFR,EAS,,,unknown,0.0521657,-0.00839222
HG02450,MAGE,,,ACB,AFR,EAS,,,unknown,0.0501632,-0.00830825
HG02471,MAGE,,,ACB,AFR,EAS,,,unknown,0.0508106,-0.0081243
HG02479,MAGE,,,ACB,AFR,EAS,,,unknown,0.0498235,-0.00851345
HG02481,MAGE,,,ACB,AFR,EAS,,,unknown,0.0496045,-0.0073378
HG02489,MAGE,,,ACB,AFR,EAS,,,unknown,0.0471108,-0.00766274
HG02491,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.0071997,0.014082
HG02494,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00784689,0.0120278
HG02497,MAGE,,,ACB,AFR,EAS,,,unknown,0.0519541,-0.00782057
HG02502,MAGE,,,ACB,AFR,EAS,,,unknown,0.0433454,-0.00732084
HG02511,MAGE,,,ACB,AFR,EAS,,,unknown,0.0513644,-0.00737367
HG02513,MAGE,,,KHV,EAS,Unknown,,,unknown,-0.00286143,0.0607279
HG02536,MAGE,,,ACB,AFR,EAS,,,unknown,0.0429981,-0.0082662
HG02545,MAGE,,,ACB,AFR,EAS,,,unknown,0.049514,-0.00790197
HG02568,MAGE,,,GWD,AFR,EAS,,,unknown,0.0533259,-0.00766381
HG02574,MAGE,,,GWD,AFR,EAS,,,unknown,0.0520383,-0.00767629
HG02580,MAGE,,,ACB,AFR,EAS,,,unknown,0.0459149,-0.00794938
HG02583,MAGE,,,GWD,AFR,EAS,,,unknown,0.0542613,-0.00794114
HG02597,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00778805,0.0109354
HG02601,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00641305,0.0162652
HG02611,MAGE,,,GWD,AFR,EAS,,,unknown,0.0541509,-0.00777469
HG02613,MAGE,,,GWD,AFR,EAS,,,unknown,0.0522053,-0.0077756
HG02614,MAGE,,,GWD,AFR,EAS,,,unknown,0.0517458,-0.00786868
HG02620,MAGE,,,GWD,AFR,EAS,,,unknown,0.0545607,-0.0076237
HG02623,MAGE,,,GWD,AFR,EAS,,,unknown,0.054516,-0.00811638
HG02624,MAGE,,,GWD,AFR,EAS,,,unknown,0.054909,-0.00804828
HG02628,MAGE,,,GWD,AFR,EAS,,,unknown,0.0544937,-0.00762934
HG02643,MAGE,,,GWD,AFR,EAS,,,unknown,0.0536765,-0.00803724
HG02649,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00784811,0.0108987
HG02654,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00764245,0.0112485
HG02660,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00740454,0.0142122
HG02678,MAGE,,,GWD,AFR,EAS,,,unknown,0.0530219,-0.00777577
HG02681,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00789909,0.0116004
HG02694,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00799992,0.0100338
HG02697,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00755162,0.0121286
HG02703,MAGE,,,GWD,AFR,EAS,,,unknown,0.054224,-0.00799418
HG02715,MAGE,,,GWD,AFR,EAS,,,unknown,0.0540077,-0.00777857
HG02728,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.0057873,0.0210125
HG02731,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00686901,0.0147875
HG02733,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00727151,0.0133567
HG02737,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00769442,0.011795
HG02768,MAGE,,,GWD,AFR,EAS,,,unknown,0.0541653,-0.00740674
HG02789,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00583829,0.0195804
HG02792,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.0057632,0.0203078
HG02799,MAGE,,,GWD,AFR,EAS,,,unknown,0.0537524,-0.00744285
HG02804,MAGE,,,GWD,AFR,EAS,,,unknown,0.0549839,-0.00795715
HG02814,MAGE,,,GWD,AFR,EAS,,,unknown,0.0543614,-0.00789047
HG02816,MAGE,,,GWD,AFR,EAS,,,unknown,0.0538008,-0.00770703
HG02817,MAGE,,,GWD,AFR,EAS,,,unknown,0.0533563,-0.00789168
HG02839,MAGE,,,GWD,AFR,EAS,,,unknown,0.0535905,-0.00779418
HG02851,MAGE,,,GWD,AFR,EAS,,,unknown,0.054449,-0.00811445
HG02855,MAGE,,,GWD,AFR,EAS,,,unknown,0.0537625,-0.00775647
HG02884,MAGE,,,GWD,AFR,EAS,,,unknown,0.0537393,-0.00753741
HG02888,MAGE,,,GWD,AFR,EAS,,,unknown,0.0534701,-0.00747275
HG02896,MAGE,,,GWD,AFR,EAS,,,unknown,0.053819,-0.00762054
HG02941,MAGE,,,ESN,AFR,EAS,,,unknown,0.0564462,-0.0085509
HG02946,MAGE,,,ESN,AFR,EAS,,,unknown,0.0561984,-0.00852095
HG02968,MAGE,,,ESN,AFR,EAS,,,unknown,0.056488,-0.00827831
HG02970,MAGE,,,ESN,AFR,EAS,,,unknown,0.0564453,-0.00832413
HG02977,MAGE,,,ESN,AFR,EAS,,,unknown,0.0561532,-0.00805747
HG02979,MAGE,,,ESN,AFR,EAS,,,unknown,0.0563219,-0.00832772
HG02981,MAGE,,,ESN,AFR,EAS,,,unknown,0.0563506,-0.00869236
HG02983,MAGE,,,GWD,AFR,EAS,,,unknown,0.0536917,-0.00778986
HG03018,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00597054,0.0193129
HG03019,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.00563719,0.0205617
HG03058,MAGE,,,MSL,AFR,EAS,,,unknown,0.0555198,-0.00831063
HG03060,MAGE,,,MSL,AFR,EAS,,,unknown,0.05571,-0.00850362
HG03064,MAGE,,,MSL,AFR,EAS,,,unknown,0.0560308,-0.00813791
HG03069,MAGE,,,MSL,AFR,EAS,,,unknown,0.0561409,-0.00808121
HG03077,MAGE,,,MSL,AFR,EAS,,,unknown,0.0560856,-0.00820608
HG03082,MAGE,,,MSL,AFR,EAS,,,unknown,0.055649,-0.00836005
HG03084,MAGE,,,MSL,AFR,EAS,,,unknown,0.0552751,-0.00817829
HG03091,MAGE,,,MSL,AFR,EAS,,,unknown,0.0556899,-0.00801147
HG03097,MAGE,,,MSL,AFR,EAS,,,unknown,0.0562485,-0.00848993
HG03105,MAGE,,,ESN,AFR,EAS,,,unknown,0.0565625,-0.00889868
HG03117,MAGE,,,ESN,AFR,EAS,,,unknown,0.0562478,-0.00852377
HG03118,MAGE,,,ESN,AFR,EAS,,,unknown,0.0559513,-0.00830932
HG03127,MAGE,,,ESN,AFR,EAS,,,unknown,0.0561436,-0.00801028
HG03129,MAGE,,,ESN,AFR,EAS,,,unknown,0.0566884,-0.00870378
HG03135,MAGE,,,ESN,AFR,EAS,,,unknown,0.055974,-0.00796646
HG03157,MAGE,,,ESN,AFR,EAS,,,unknown,0.0565288,-0.00824351
HG03160,MAGE,,,ESN,AFR,EAS,,,unknown,0.0566031,-0.00818558
HG03166,MAGE,,,ESN,AFR,EAS,,,unknown,0.056646,-0.00822133
HG03209,MAGE,,,MSL,AFR,EAS,,,unknown,0.0561267,-0.00847607
HG03225,MAGE,,,MSL,AFR,EAS,,,unknown,0.0562013,-0.00834597
HG03235,MAGE,,,PJL,SAS,Unknown,,,unknown,-0.0071838,0.0131419
HG03247,MAGE,,,GWD,AFR,EAS,,,unknown,0.0540446,-0.00797526
HG03268,MAGE,,,ESN,AFR,EAS,,,unknown,0.0563305,-0.00822849
HG03271,MAGE,,,ESN,AFR,EAS,,,unknown,0.0566726,-0.00854502
HG03279,MAGE,,,ESN,AFR,EAS,,,unknown,0.0559396,-0.00857081
HG03294,MAGE,,,ESN,AFR,EAS,,,unknown,0.0560222,-0.00807301
HG03301,MAGE,,,ESN,AFR,EAS,,,unknown,0.0564709,-0.00857399
HG03311,MAGE,,,ESN,AFR,EAS,,,unknown,0.0565877,-0.00835607
HG03313,MAGE,,,ESN,AFR,EAS,,,unknown,0.0560768,-0.00826525
HG03372,MAGE,,,ESN,AFR,EAS,,,unknown,0.0559276,-0.00821025
HG03380,MAGE,,,MSL,AFR,EAS,,,unknown,0.0558946,-0.00857455
HG03382,MAGE,,,MSL,AFR,EAS,,,unknown,0.0552811,-0.00812715
HG03397,MAGE,,,MSL,AFR,EAS,,,unknown,0.0556087,-0.00823448
HG03401,MAGE,,,MSL,AFR,EAS,,,unknown,0.0555303,-0.00795128
HG03419,MAGE,,,MSL,AFR,EAS,,,unknown,0.0557654,-0.00830631
HG03445,MAGE,,,MSL,AFR,EAS,,,unknown,0.0551593,-0.00825738
HG03446,MAGE,,,MSL,AFR,EAS,,,unknown,0.05579,-0.00817337
HG03460,MAGE,,,MSL,AFR,EAS,,,unknown,0.0558808,-0.00787372
HG03461,MAGE,,,MSL,AFR,EAS,,,unknown,0.0558255,-0.00813416
HG03478,MAGE,,,MSL,AFR,EAS,,,unknown,0.0559043,-0.00836382
